Name,Elevation (m),lat,lon
Cuolmet,2569,46.6171232,9.1024299
Piz Fot,2593,46.9112631,10.4272766
Piz Valleglia,2455,46.6276633,9.1076913
Piz Crap,2821,46.6195891,9.6694226
Piz da Schmorras,2690,46.531378,9.4983252
Mutta Bella,2406,46.8688185,9.2942262
Pizzet,2560,46.5739016,10.4280793
Gafäll,2043,46.9602968,9.7681986
Piz Urezza,2100,46.9660972,10.401809
Piz Radond,2872,46.6101034,9.7103877
Grüenturm,2465,46.8195772,9.8122807
Hohbärg,2431,46.563228,9.1152654
Plangghöreli,2441,46.6585702,9.2234238
Motta Sblocs,2178,46.5346311,9.6097566
Piz Rims,2983,46.5615608,10.4139677
Piz Chazforà,2784,46.5921314,10.3217109
Piz Nair Pitschen,2877,46.5076204,9.8002993
Piz Ner,2621,46.6446957,9.1429302
Muttelhorn,2825,46.7789163,9.9880416
Piz Quattervals Pitschen,3154,46.6242482,10.0938759
Hochsätz,2562,46.9303567,9.8972867
Salahorn,2984,46.5093289,9.0871942
Chrizbial,2085,46.7100478,9.0562966
Simelenturm,2056,47.0423002,9.5596935
Ruhabärg,2068,47.0245975,9.596036
Piz Nair,2744,46.835099,10.460116
Munt da Milli Ons,2816,46.5652598,10.4215585
Mot Vallatscha,2545,46.6994651,10.3278268
Chrazerispitz,2416,46.9364009,9.2975456
Motta Mundin,2138,46.9097897,10.4552918
Salezerhora,2537,46.8263136,9.8237227
Höflua,2661,46.7193666,9.9390575
Schafberg,2729,47.0598714,9.665284
Scalettachopf,2848,46.690802,9.9076121
Tgiern da Vanescha,2469,46.6180993,9.066028
Mona Dimez,2409,46.5878849,10.2808523
Gilbistock,2678,46.9569202,9.3754747
Piz Canaletta,2319,46.654861,9.1370441
Maraner Hauptji,2157,46.7964678,9.671219
Gämpiflua,2389,46.9641828,9.8632504
Piz Mezdi,2668,46.5728509,10.4011567
Piz Champatsch,2946,46.7603887,9.9906881
Gamsspitz,2752,46.7941214,10.0071475
Laritschchopf,2498,46.9607973,9.3232027
Piz Pradatsch,2600,46.7385838,10.3225781
Versangga,2557,46.5903092,9.3429334
Chrüzgütsch,2224,46.5848333,9.1555556
Talchepf,2328,46.7066281,9.0436117
Piz Chalderas,2794,46.5846614,10.4613684
Rosställispitz,2929,46.7889639,9.9935228
Mott'Auta,2737,46.8041959,10.119777
Term da la Pêsch,2990,46.5088906,9.7846088
Motta Jüda,2147,46.7578552,10.2255478
Gross Chilcheltibüel,2174,46.7874027,9.7353429
Chirchli,2770,46.7932029,9.9995554
Igl Danclér,2814,46.5632558,9.7816302
Schafgrind,2637,46.784577,9.7513892
Tanatzhöhi,2143,46.5306326,9.3137283
Tanzbüel,2173,46.9875694,9.8769587
Muot da l'Hom,2370,46.8300123,10.2072254
Piz dal Döss Radond,2906,46.5801842,10.3489983
Seebüela,2146,46.8588857,9.7875006
Hochbühel,2118,47.0373033,9.7391373
Picardichopf,2096,47.0262629,9.6978805
Chlei Schiahora,2584,46.816212,9.8109525
Motter Köpf,2687,46.9481781,10.3348475
Wurmtalkopf,2006,47.1458899,9.6258274
Mots Patschai,2394,46.859671,10.3143867
Piz Bleis Rest,2727,46.5590565,9.6860652
Piz Valtorta,2974,46.7832142,10.0206599
Bot Schischlet,2170,46.6421239,9.5152217
Güllachopf,2554,46.8768795,9.4543302
Piz d'Urezza,2906,46.6966739,10.0472333
Tschuggenbüel,2196,46.7888792,9.7397819
Muot sainza Bön,2405,46.6536506,10.0699636
Chlei Chilcheltibüel,2148,46.7874451,9.7332353
Piz Starlera,2734,46.5244217,9.46582
Piz Val Matruga,2710,46.9497813,10.3319632
Erezbärg,2615,46.7079239,9.8051567
Piz la Greala,2737,46.8223153,10.2320457
Rundhorn,2548,46.5753252,9.3333501
Crest da Tiarms,2412,46.8329116,9.1837629
Bot Radond,2508,46.6127037,9.682746
Muot Ot,2566,46.608953,9.9056749
Piz Stabels,2955,46.5496595,10.4508918
Zigerköpfli,2163,46.9343002,10.3680162
Cuclèr da Valpaschun,2813,46.5603671,10.4000422
Drosbüel,2001,47.0150125,9.7414048
Muntet,2762,46.6369445,10.3817495
Bastiun,2615,46.5381018,9.7685036
Pizzatsch,2883,46.5314921,9.8310598
Strel,2673,46.7513062,9.7151858
Piz Surcarungas,2829,46.5640824,9.5016318
Mittelflua,2337,46.9953419,9.8749838
Piz Rugnux,2890,46.6038126,9.731041
Piz da Ruinas Neras,2590,46.6388073,9.1165397
Hüreli,2854,46.5269845,9.4008202
Piz d'Anschatscha,2977,46.8147204,10.1092884
Crasta Mora,2952,46.5714816,9.8678293
Rota Grind,2473,46.5830728,9.3300979
Piz Crappa Grischa,2800,46.9511927,10.3416352
Culmet,2212,46.7376732,9.4912713
Piz Bever Pitschen,2976,46.5269441,9.7627035
Chrüzturra,2884,46.5475395,9.1223432
Höhflue,2291,46.5551496,9.2602253
Glatt Bärgji,2255,46.874587,9.7687114
Messhaldaspitz,2176,47.016885,9.5951206
Langspetz,2050,47.1502823,9.6043751
Mot Tea Nova,2313,46.8796662,10.4027428
Muot da Crasta,2290,46.5465879,9.7685299
Fuggs,2238,46.7987382,9.6627823
Alpetlistock,2393,46.5152091,9.3132203
Chilbiritzenspitz,2852,46.7054552,9.9524377
Stachlerkopf,2071,47.1221296,9.5922546
Geisstschugga,2311,46.9500186,9.840138
Piz la Tschera,2627,46.5887397,9.4594732
Sass Runzöl,2448,46.5096586,9.826354
Sunnaspitz,2241,47.0448938,9.600078
Mot da las Amblanas,2782,46.8914051,10.3929773
Chlei Sattelhora,2698,46.7100897,9.9158743
Wannagrat,2516,46.7988908,9.7785411
Gigerwaldspitz,2291,46.9215018,9.3936218
Parisbüchel,2350,46.9983989,9.2828069
Augstberg,2348,46.9079231,9.3521374
Graustei,2189,46.9900293,9.8755449
Motta d'Alp,2110,46.8968931,10.4449155
Monte Forcola,2906,46.5576032,10.3505759
Piz Bovs,2631,46.573928,9.5218159
Mot Dadora,2326,46.7924799,10.3673265
Tschugga,2049,46.7830691,9.6642576
Piz la Mazza,2815,46.5320069,9.4572638
Hübel,2234,46.7152639,9.6806541
Crapschalvakopf,2043,46.6692746,9.4227232
Hochstelli,2116,46.9468335,9.8682625
Piz Stabelchod,2942,46.6842301,10.2651956
Piz Marsch,2885,46.8396418,10.2504175
Jöri Jegersch Nasa,2441,46.7062328,9.8612462
Wallagrind,2230,46.7880245,9.6267037
Mot da Tumatsch,2906,46.8985341,10.3660273
Chatscha Bella,2922,46.5313587,9.7677439
Schafbüel,2023,47.0260708,9.7673184
Fuortga,2458,46.8131104,9.0564306
Döss dals Jals,2245,46.639895,10.3209674
Vorab Pign,2897,46.8724639,9.1654446
Schafturra,2304,46.8483249,9.7886004
Döss dal Termel,2349,46.618294,10.2674026
Piz Salet,2970,46.902706,10.3994431
Mot dal Luf,2454,46.89592,10.3250849
Bott'Ota,2684,46.6682648,9.7617671
Tritthöreli,2017,46.8998628,9.197829
Muttner Hora,2394,46.6540549,9.4854663
Piz Mulix,2888,46.5744504,9.7349121
Mot Salatsch,2076,46.9609235,10.3797243
Hohbüel,2272,46.567206,9.1158061
Piz Vaüglia,2974,46.5532288,10.0193892
Cronsel,2660,46.8356059,10.1233225
Mot Ruderas,2647,46.8261511,10.1471368
Stock,2401,46.9140027,9.3142611
Mutta Sut,2018,46.8491959,9.3739056
Nolla,2639,46.5655463,9.4793513
Hanen,2281,46.9809063,9.2438957
Feelahora,2729,46.7359586,9.8722554
Vizan Pintg,2514,46.5987861,9.3727742
Jegerbüel,2549,46.8391777,10.0286179
Vieregger,2481,46.9856727,9.8853023
Ils Cuogns,2896,46.7149513,10.17932
Hubel,2281,46.747228,9.8145413
Mot Madlain,2434,46.7268067,10.336544
Hüttaturra,2532,46.522543,9.1387201
Bruschgspitz,2624,46.6399465,9.3014014
Cuclèr da Jon dad Onsch,2774,46.5674538,10.3239975
Piz Cotschen,2982,46.6259147,10.0763991
Piz Barlas-ch,2854,46.6727052,9.9980486
Muot da Cler,2731,46.8209516,10.1862121
Chuoregger,2052,46.8022112,9.6484447
Stutzhorn,2131,46.5762973,9.3510785
Mot da las Sellas,2603,46.7545937,10.3173841
Craista Sura,2073,46.9357039,10.4656052
Piler,2371,46.979544,10.3879129
Piz Spinas,2882,46.5478604,9.826892
Piz Sursassa,2967,46.7262545,10.1138334
Birchenzughöreli,2453,46.8572492,10.0393677
Piz digl Plaz,2328,46.5481813,9.6449306
Mot Falain,2573,46.6855374,10.3757929
Ofen,2408,46.9034788,9.3967736
Marchhüreli,2577,46.7330519,9.818079
Tschepp Sut,2666,46.8707783,9.3408839
Piz Murtaröl,2996,46.6378953,10.0937889
Horni,2368,46.9387397,9.3201693
Piz Murter,2836,46.6458137,10.141699
Piz Cornet,2970,46.7340829,10.3845651
Muot Aut,2400,46.7962061,10.1974924
Grossbodakopf,2176,46.6688101,9.7209895
Piz Calandari,2555,46.5965367,9.3605536
Crap la Tgina,2424,46.8795095,9.248641
Caschlera,2182,46.5798627,9.3901585
Muot da l'Ova Sparsa,2499,46.713601,10.0552098
Wannenchopf,2205,47.0090407,9.3293566
Piz Murtel da Fier,2747,46.6103546,9.8273292
Luegichopf,2578,46.9480298,9.3940355
Piz Murtera,2993,46.6659789,10.3809267
Tschainghel Mellen,2371,46.5929134,9.3768194
Nidfurner First,2050,46.9955758,9.0194438
Bot digls Angialets,2744,46.6796035,9.8463339
Piz Lad,2665,46.7019781,9.0287213
Tschatschugga,2174,46.9814796,9.8064493
Mot da Set Mezdis,2155,46.8341498,10.3326581
Döss da las Plattas,2297,46.6275135,10.2673235
Cruschaulta,2089,46.6821285,9.2059775
Tällichopf,2458,46.8271822,9.9235845
Ammaflua,2216,46.9519343,9.8474783
Nollachöpf,2320,46.9352285,9.8369016
Chüabärgspitz,2494,46.6273599,9.2952337
Mot Murter,2540,46.9105641,10.2480999
Mittelberg,2015,46.8944946,9.4524834
Piz da l'Antgierna da Salteras,2982,46.5766186,9.7170463
Muot Raduond,2650,46.8444916,10.2369228
Chummerhüreli,2600,46.7728337,9.7535703
Nolla,2370,46.9335491,9.8350136
Furclettachopf,2455,46.6421956,9.3384653
Piz Alpetta,2980,46.9288675,10.4486893
Fulaberg,2574,46.763391,9.5082135
Motta da Stregls,2227,46.5663353,9.6526647
Schwarzhora,2759,46.7776471,9.7425116
Sass da Muottas,2364,46.5122638,9.8334169
Ils Nairs,2771,46.7166524,10.3850265
Totalphora,2532,46.8378446,9.8210076
Motta Lada,2658,46.9132663,10.2450887
Schafbühel,2159,46.8856308,9.4784136
Piz dal Botsch,2851,46.6867129,10.2481513
Hüenertschugga,2205,46.939289,9.8436789
Piz da Gliasen,2469,46.7646405,10.4210821
Cho d'Valletta,2496,46.5494569,9.8535607
Piz Oscar,2950,46.8384429,10.2468264
Piz Spadlas,2528,46.7402746,10.0549858
Muottas Muragl,2569,46.5239561,9.9098329
Piz Chamins,2927,46.9184575,10.3322862
Piz Muottas,2912,46.5524069,9.8160824
Piz Miezgi,2331,46.7162417,9.2651939
Mot Radond,2828,46.7408577,10.0298379
Mot da l'Hom,2758,46.7182804,10.3655087
Winterberg,2931,46.8803199,10.0439751
Nairs,2800,46.7730126,10.3615777
Hüenerspitz,2367,46.9648158,9.3381299
La Cupla,2600,46.843305,10.4609442
Drimarchaspitz,2347,46.864519,9.7765414
Mederger Hautji,2259,46.7980644,9.7430574
Motta Schlieza,2396,46.8107059,10.1524427
Freiheittürm,2109,47.2502794,9.3940816
Mutta Sura,2198,46.8544471,9.3703956
Piz As-cha,2731,46.6155495,9.8507024
Jörihorn,2845,46.7860429,9.9556614
Ratoser Stei,2474,46.8653876,9.6389038
Piz S-chalambert Dadora,2679,46.8108958,10.4057478
Marchstein,2079,46.9709194,9.3417373
Rotchopf,2250,47.008884,9.3087386
Spienggenstöckli,2325,46.8842531,9.1442884
Tgom'Aulta,2085,46.798,9.4746362
Scaluttaspitz,2555,46.6330368,9.296944
Piz Munt,2849,46.7003616,10.0402556
Mot Nair,2293,46.7444132,10.1013401
Gir,2164,47.0466501,9.5467934
Munt Blais,2455,46.619386,10.0346583
Oxni,2393,47.0055864,9.2643503
Ochsentällispitz,2711,46.8355984,10.00135
Piz Lischeias,2679,46.6349931,9.1219727
Edelwischopf,2318,46.8664841,9.6324145
Altsässbühel,2040,46.8807548,9.4828875
Schafsitachopf,2501,46.53034,9.2882034
Glattchamm,2079,47.147929,9.2205168
Mot da Ri,2591,46.8282592,10.2539145
Crap,2369,46.5228044,9.5923601
Muottas da Grimmels,2130,46.6628783,10.1846383
Piz Chaschlogna,2956,46.8421698,10.1830849
Hoher Spitz,2403,46.8686469,11.835891
Ra Pegna,2258,46.5364491,12.0813748
Ra Bujela,2258,46.5377794,12.0809296
1° Torrione di Pomedes,2748,46.5431666,12.0767266
3° Torrione di Pomedes,2904,46.5432921,12.0710295
III Piza Cuecena,2368,46.5568205,11.7919725
I Piza Cuecena,2224,46.5569357,11.7890442
Torre Campidel,2553,46.5425454,11.8173008
Innerer Nockenkopf - Dosso di Dentro,2768,46.7958151,10.4407494
Pleiskopf,2465,46.7800782,10.5668979
Oberreintaldom,2371,47.4060619,11.1151897
Unterer Schüsselkarturm,2135,47.4001811,11.1109756
Costabella,2724,46.5955594,12.1917048
Unknown,2565,46.6016457,12.1931063
Unknown,2504,46.6041607,12.1939491
Unknown,2314,46.6071229,12.1954894
Spinarac,2573,46.5397508,11.9939764
Unknown,2319,47.2307087,9.3522191
Unknown,2331,47.2321439,9.3616497
Unknown,2336,47.2304937,9.3624705
Oberzehe,2170,47.2273217,9.3557241
Chreialpfirst (West),2099,47.2353778,9.3878681
Unknown,2248,47.2286632,9.3636292
Unknown,2304,47.2359794,9.3605393
Grubalackenspitze,2169,47.452106,11.7878359
Kastal,2775,46.9451256,12.3630996
Fil da Tuoi,2867,46.8159361,10.1690146
Unknown,2841,46.819572,10.1680878
Kamp,2014,47.3922056,10.7674114
Floch-Kreuzgipfel,2037,47.3681332,12.2622751
Herrsteinturm - Torre del Sasso del Signore,2395,46.6979878,12.1045167
Zwölf Apostel - Dodici Apostoli,2107,46.6957021,12.0973799
Brentariegel - Regola di Brenta,2122,46.7015084,12.1047636
Gametzalpenkopf Südgipfel - Monte Alpe del Camoscio Cima Sud,2594,46.6875476,12.1102712
Cime di Valbona,2902,46.511443,12.237783
Torri della Busa,2638,46.5179819,12.2421982
Pala Sud Ovest,2299,46.5764328,12.2319855
Torre SO di Popena,2477,46.573025,12.218581
Croda di Pausa Marza,2503,46.572073,12.217095
Unknown,3060,46.6669054,10.8124781
Unknown,3180,46.759734,10.6753005
Unknown,3422,46.7345552,10.7312029
Unknown,3428,46.9760048,11.713621
Unknown,2993,46.9686729,11.6906457
Unknown,2369,47.0174708,11.9510535
Unknown,3051,46.5115252,11.730754
Unknown,3052,46.5104203,11.7308929
Unknown,2705,46.6043998,11.7581987
Unknown,3029,47.0127767,11.8852008
Unknown,2547,47.007665,11.9296861
Unknown,2777,47.0176658,11.9226621
Unknown,2880,46.9137091,11.1915811
Unknown,2879,46.9138925,11.194254
Unknown,2455,46.8940413,11.266576
Unknown,2432,46.8962527,11.2671216
Unknown,3551,46.8924047,10.8751837
Unknown,3505,46.8958929,10.8739417
Taschachwand,3354,46.8944813,10.8454144
Unknown,2804,47.0816153,10.8997063
Ofen,2512,46.861639,11.76063
Totenkopf,2390,46.6408042,10.5065576
Unknown,2511,46.6287498,10.502239
Muklarspitz,3162,46.9506005,12.1581146
Unknown,2002,47.351846,10.074632
Cima Gallina,2344,46.50686,12.016193
Ochsenkopf,2153,47.0540044,10.7083296
Zirmesköpfle,2092,47.0282882,10.6808206
Durrerspitze,3063,46.9088569,12.1494501
Unknown,3432,46.9107748,12.1398073
Unknown,3421,46.9113259,12.1415273
Unknown,3353,46.9135736,12.1434211
Unknown,3325,46.9153504,12.145789
Unknown,3288,46.915952,12.1481335
Unknown,2928,46.9270875,12.1354422
Hochflachkofel,3097,46.8986741,12.1243923
Unknown,3082,46.9198153,12.1543912
Unknown,3043,46.9072026,12.1840106
Unknown,3039,46.9080282,12.1804909
Unknown,3030,46.9066286,12.1849006
Unknown,2964,46.9063192,12.188252
Unknown,2949,46.9062059,12.1897688
Unknown,2896,46.9087961,12.2047494
Unknown,2879,46.906848,12.1997953
Unknown,2888,46.9144907,12.067648
Äußerer Ölgrubenkopf,2885,47.094017,10.7584905
Mittlerer Stupfarri,2911,47.0778784,10.7870423
Waldraster Spitze,2442,47.1261194,11.3874628
Unknown,2325,47.384377,10.500791
Unknown,2110,47.382348,10.518014
Nördliche Balkenspitze,2270,47.3875081,10.4313449
Edelrautenkopf,3050,46.7873321,10.6469648
Unknown,2221,47.469275,10.472878
Krottenspitze,2551,47.3197905,10.3448279
Krummenstein,2088,47.32936,10.3217
Unknown,2222,47.283577,10.357657
Ramstallkopf,2510,47.303666,10.355966
Balschteturm,2390,47.31906,10.418119
Unknown,2367,47.312771,10.401415
Unknown,2420,47.313644,10.399631
Unknown,2460,47.318029,10.381773
Unknown,2259,47.3317994,10.432924
Unknown,2265,47.3314366,10.4331839
Unknown,2458,47.326683,10.435825
Unknown,2450,47.328813,10.454805
Mittlere Jungfrauspitze,2378,47.326712,10.457076
Unknown,2440,47.348131,10.490476
Wasserfallkarspitze Ostgipfel,2525,47.345231,10.487316
Unknown,2005,47.4138914,10.3503549
Unknown,2120,47.31438,10.22496
Saubuckelkopf,2215,47.31423,10.22046
Unknown,2361,47.276266,10.241253
Unknown,2327,47.275387,10.24072
Westliche Schöberspitze,2602,47.0744809,11.624024
Muott'Auta,2095,46.7968043,10.2232186
Großer Rettenstein,2366,47.3326107,12.2965918
Mittlere Hengstspitze,2569,47.2370325,10.5028687
Östliche Hengstspitze,2539,47.2364797,10.5052538
Unknown,2088,47.299615,10.077189
Östlicher Berg der guten Hoffnung,2415,47.29784,10.28743
Fürstenalp,2035,46.873457,9.5969543
Kienberg Kreuz,2185,47.2929483,10.7140814
Unknown,2072,47.32612,10.34391
Koflerspitze Westgipfel,2663,47.2181882,11.129839
Unknown,2474,47.380611,10.440019
Schispitzl,2449,47.1695462,11.6109831
Messnerköpfe - Punta del Monego,2188,46.6927889,12.1863885
Elslerturm,2469,46.6726794,12.177978
Zweite Pyramide am Helltaler Schlechten - Piramide Seconda di Valchiara,2702,46.6641987,12.1994481
Gran Pala di Valchiara,2622,46.6657027,12.2002554
Torre Viscosa,2327,46.6675927,12.1996093
Paterspitz,2550,46.6717388,12.1792967
Torre dei Campani,2469,46.6738258,12.1908956
Dürrensteinturm - Torre Vallandro,2582,46.6723094,12.1903342
Torre Sucai Roma,2230,46.6747604,12.1907014
Dürrenstein Nordostgipfel - Picco di Vallandro Cima Nord-Est,2795,46.6721849,12.1865705
Dürrenstein Ostgipfel - Picco di Vallandro Cima Est,2795,46.6740019,12.1873913
Punta Braies Vecchia,2560,46.6717446,12.1790613
Guglia del Bastone,2450,46.6720587,12.1773428
Torre Sofia,2420,46.6731738,12.1787718
Larstiger Fernerkopf,3203,47.1062632,11.0252022
Auf dem Hohen Bichel,2131,47.43878,10.38011
Unknown,2906,46.5443088,9.573391
Unknown,2864,46.5473119,9.5742029
Kleiner Furgler,2903,47.0494994,10.5175269
Großer Daumen Ostgipfel,2273,47.44237,10.38055
Guglia Giuliana,2093,46.5869917,12.2463454
Unknown,2530,47.288035,10.276966
Unknown,2485,47.265955,10.273433
Unknown,3047,46.9772201,12.3205602
Stampfleskopf-Ostgipfel,3071,46.9731141,12.3245209
Unknown,2768,46.9858952,12.3518031
Unknown,2549,46.9608789,12.4042328
Unknown,2483,46.9960464,12.2929333
Unknown,2685,46.9893944,12.2935133
Unknown,2729,46.9869713,12.2945254
Kalvarie - Calvaria,2180,46.7024841,12.2431578
Kleiner Birkenkofel - Piccola Croda dei Baranci,2790,46.6836504,12.258887
Kohlenbrennturm - Torre del Carbone,2864,46.6879875,12.2735196
Fünfte Kohlalpenspitze - Quinta Cima Pra Brusa,2786,46.6825893,12.2765308
Sechste Kohlalpenspitze - Sesta Cima Pra Brusa,2803,46.6836844,12.2753778
Vierte Kohlalpenspitze - Quarta Cima Pra Brusa,2787,46.6813024,12.2771451
Dritte Kohlalpenspitze - Terza Cima Pra Brusa,2761,46.6810873,12.2781611
Zweite Kohlalpenspitze - Seconda Cima Pra Brusa,2753,46.6807682,12.2787829
Erste Kohlalpenspitze - Prima Cima Pra Brusa,2724,46.6794582,12.279469
Birkenschartlkopf - Seconda Torre dei Baranci,2661,46.6817253,12.2682406
Westlicher Innerfeldturm - Torri Campo di Dentro Cima Ovest,2743,46.6807145,12.2794787
Mittlerer Innerfeldturm - Torri Campo di Dentro Cima di Mezzo,2744,46.6806963,12.2799615
Östlicher Innerfeldturm - Torri Campo di Dentro Cima Est,2742,46.6807075,12.2804425
Vergessener Turm - Torre dimenticata,2241,46.6988157,12.2847158
Schwalbenkofel Südgipfel - Croda dei Rondoi Cima Sud,2869,46.6511534,12.271013
Eirischbrandkopf - Dosso Scabro,2006,46.656726,12.2412589
Sonnenberg,2029,47.37615,10.1262
Berlingersköpfle,2010,47.353295,10.076116
Unknown,2039,47.296572,10.080009
Unknown,2321,47.383508,10.428192
Schneckenköpfe,2389,47.2039897,12.130497
Unknown,2198,47.383034,10.480882
Unknown,2443,47.3149964,12.1151672
Schwarzlochkopf,2739,47.1758349,10.4349572
Grießmuttekopf-Südostgipfel,2772,47.1702628,10.4427479
Eisenspitze,2859,47.1626752,10.4476274
Unknown,2037,47.3694451,12.2626222
Unknown,2054,47.3626512,12.2621174
Unknown,2005,47.3717723,12.2656423
Unknown,2035,47.2808885,10.1814553
Zopatkogel,2848,47.0262409,12.2915357
Westlicher Krottenkopf,2180,47.4351636,10.5324796
Unknown,2125,47.434177,10.53173
Unknown,2060,47.4359752,10.5557935
Unknown,2270,47.309267,10.2967214
Unknown,2460,47.316681,10.362176
Unknown,2524,47.318391,10.384962
Unknown,2488,47.317958,10.392773
Unknown,2438,47.315034,10.398227
Unknown,2267,47.332361,10.432737
Unknown,2267,47.330943,10.433368
Unknown,2485,47.323276,10.442913
Unknown,2426,47.321522,10.444011
Unknown,2411,47.331079,10.46608
Unknown,2366,47.342678,10.479046
Unknown,2470,47.269951,10.275694
Äußere Schwenzerspitze,2995,46.8787685,11.0888192
Dabernitzhöhe-Südgipfel,2601,47.0675579,12.468663
Höhlenkopf,2403,47.400017,11.0615952
Torre Pasculi,2631,46.6615156,12.2556963
Torre Bulla,2521,46.6481528,12.2611619
Unterebenkofel Ostgipfel - Cima Est Piatta Bassa,2476,46.6686754,12.2780183
Morgenkopfturm - Torre di Monte Mattina,2246,46.6542176,12.2928952
Gwengalpenkopf,2472,46.6431904,12.2980383
Schusterplattenturm - Torre del Lastron dei Scarperi,2890,46.6552726,12.3194074
Torre Guerra,2873,46.6555874,12.3207861
